recipe_name,ingredients,preparation_time,cooking_time
Aloo bhuna frankie,"{'MAIDA': 2, 'SALT': 0.5, 'DAHI': 0.25, 'OIL': 0, 'FOR BHUNA GRAVY': {'OIL': 1, 'GHEE': 1, 'JEERA': 1, 'PYAAZ': 3.5, 'ADRAK': 1, 'LEHSUN': 8, 'HARI MIRCH': 2, 'DAHI': 0.5, 'HALDI POWDER': 0.5, 'DHANIYA POWDER': 1, 'JEERA POWDER': 1, 'KASHMIRI LAL MIRCHI POWDER': 1.5, 'SALT': 0, 'TOMATO PUREE': 2, 'HOT WATER': 500, 'GARAM MASALA': 0.5, 'KASURI METHI': 0.5, 'FRESH CORIANDER LEAVES': 0}, 'FOR TADKA': {'BUTTER': 2, 'PYAAZ': 0.25, 'SHIMLA MIRCHI': 0.25, 'HARI MIRCH': 1.5, 'BOILED POTATOES': 2.5, 'CHAAT MASALA': 0, 'BHUNA GRAVY': 3.5, 'FRESH CORIANDER': 0}, 'FRESH CORIANDER LEAVES': 0.5, 'FRESH MINT LEAVES': 0.25, 'BLACK SALT': 1.5, 'AAMCHUR POWDER': 3, 'GREEN CHILLIES': 3.5, 'GINGER': 1, 'TAMARIND PULP': 2, 'ICE CUBES': 2.5, 'WATER': 0, 'KASHMIRI RED CHILLI POWDER': 3, 'TURMERIC POWDER': 1, 'CORIANDER POWDER': 2, 'ANARDANA POWDER': 1, 'CUMIN': 1, 'GARAM MASALA': 2, 'BLACK PEPPER': 0.5, 'VINEGAR': 3, 'BUTTER': 0}",35.0,35.0
Dahi Batata Puri,"{'Hara dhaniya': 1, 'Pudina': 0.5, 'Adrak': 1, 'Teekhi hari mirchi': 2, 'Jeera': 5, 'Amchur': 1, 'Kala namak': 0.5, 'Roasted Chana dal': 1, 'Tamarind': 0.5, 'Seedless dates': 150, 'Jaggery': 1000, 'Kashmiri red chilli powder': 1, 'Dry ginger powder': 0.5, 'Black pepper': 1, 'Dahi': 4, 'Powdered sugar': 2, 'Black salt': 0.25, 'Boiled potatoes': 0, 'Fresh coriander': 0, 'Crispy pani puri': 0, 'Spicy green chutney': 0, 'Sweet tamarind chutney': 0, 'Soaked boondi': 0, 'Soaked moong': 0, 'Sev': 0, 'Special dahi bhalla spice mix': 0, 'Pomegranate seeds': 0, 'Masala chana dal': 0, 'Beetroot juliennes': 0, 'Sabut kaali mirch': 2, 'Teekhi lal mirchi': 4, 'Ajwain': 1, 'Salt': 1, 'Chaat masala': 1}",25.0,30.0
Cream of spinach soup,"{'PALAK': 1, 'JAITOON KA TEL': 3, 'LEHSUN': 1, 'SALT': 0, 'BLACK PEPPER POWDER': 0, 'PUDINA': 0, 'DHANIYA PATTI': 0, 'GINGER': 1, 'HARI MIRCHI': 2, 'WATER': 300, 'GEHOON': 2, 'COLD MILK': 500, 'TEJ PATTA': 1, 'JAVITRI': 0, 'FRESHLY CRUSHED BLACK PEPPER POWDER': 0, 'SHAHAD': 1, 'NIMBU KA RAS': 1, 'FRESH CREAM': 2}",10.0,20.0
Paneer Shashlik Sizzler with Garlic Pepper Sauce,"{'PANEER': '500g', 'SHIMLA': '0.5', 'PYAAZ': '0.5', 'ADRAK LEHSUN PASTE': '1', 'SOY SAUCE': '1', 'KAALI MIRCH': '0.5', 'OIL': '2', 'BUTTER': '1', 'CHEENI': '1', 'GARLIC': '1', 'FARSI': '1', 'GAJAR': '2', 'RED CHILLI FLAKES': '1', 'OREGANO': '1', 'NIMBU KA RAS': '1', 'MAIDA': '2', 'VEGETABLE STOCK': '1000', 'Coriander stems/celery': '2', 'DARK SOY SAUCE': '1', 'GREEN CHILI SAUCE': '1', 'FRESHLY CRUSHED BLACK PEPPER': '1', 'CABBAGE': '0', 'BOILED RICE': '0', 'FRENCH FRIES': '0', 'PROCESSED CHEESE': '0'}",40.0,40.0
Gajar Matar Aloo,"{'TOMATOES': 4, 'GINGER': 1, 'GARLIC': 5, 'GREEN CHILLIES': 2, 'ONIONS': 2, 'POTATOES': 2, 'CARROTS': 2, 'GREEN PEAS': 2}",15.0,20.0
Dhaba style egg curry,"{'GHEE': '3 tbsp', 'BOILED EGGS': '8', 'KASHMIRI RED CHILLI POWDER': '1 tbsp', 'HALDI POWDER': 'a pinch', 'SALT': 'to taste', 'ONIONS': '5 medium size / 400 gm', 'GINGER GARLIC CHILLI': '½ cup', 'TURMERIC POWDER': '½ tsp', 'SPICY RED CHILLI POWDER': '2 tsp', 'CORIANDER POWDER': '2 tbsp', 'JEERA POWDER': '1 tsp', 'TOMATOES': '4 medium size', 'GARAM MASALA': '1 tsp', 'KASURI METHI': '1 tsp', 'GINGER': '1 inch', 'GREEN CHILLIES': '2-3', 'FRESH CORIANDER': 'a small handful', 'JEERA': '1 tsp', 'DALCHINI': '1 inch', 'GREEN CARDAMOM': '2-3 pods', 'BLACK CARDAMOM': '1', 'TEJ PATTA': '1'}",20.0,30.0
Burnt chilli garlic fried rice,"{'KASHMIRI RED CHILLIES': 8, 'HOT WATER': 0, 'SELLA BASMATI RICE': 1, 'WATER': 0, 'SALT': 0, 'OIL': 2, 'DRY RED CHILLIES': 4, 'GARLIC': 3, 'GINGER': 1, 'GREEN CHILLIES': 2, 'KASHMIRI RED CHILLI PASTE': 3, 'GREEN CHILLI PASTE': 2, 'GREEN ZUCCHINI': 0.25, 'YELLOW ZUCCHINI': 0.25, 'RED BELL PEPPER': 0.25, 'YELLOW BELL PEPPER': 0.25, 'BABY CORN': 0.25, 'BROCCOLI': 0.25, 'CARROTS': 0.25, 'FRENCH BEANS': 0.25, 'SPRING ONION BULBS': 2, 'WHITE PEPPER POWDER': 0, 'SUGAR': 0, 'VINEGAR': 1, 'SOY SAUCE': 1, 'PREPARED BOILED RICE': 0, 'SPRING ONIONS GREENS': 2}",25.0,15.0
Pav bhaji toast,"{'POTATOES': 3, 'ONIONS': 0.33, 'TOMATOES': 0.33, 'CAPSICUM': 0.33, 'GREEN CHILLIES': 2, 'GARLIC PASTE': 1}",15.0,5.0
Amritsari Kulcha,"{'Luke warm water': '0.5 cup', 'Luke warm milk': '0.25 cup', 'Curd': '0.5 cup', 'Sugar': '2 tbsp', 'Ghee': '2 tbsp', 'Maida': '3 cups', 'Baking powder': '1 tsp', 'Baking soda': '0.25 tsp', 'Salt': '1 tsp', 'Cumin': '1 tbsp', 'Coriander seeds': '1.5 tbsp', 'Boiled potatoes': '1', 'Ginger': '0.5 inch', 'Green chillies': '1-2', 'Fresh coriander': '2 tbsp', 'Fresh mint': '2 tbsp', 'Black salt': '1 tsp', 'Carom seeds': '1 tsp', 'Red chilli powder': '2 tsp', 'Dry mango powder': '0.5 tsp', 'Anardana powder': '1 tsp', 'Onions': '0.5 cup', 'Soaked imli': '0.25 cup', 'Water': '200 ml', 'Mint leaves': '2 tbsp', 'Cumin powder': '1 tsp', 'Spicy red chilli powder': '2 tsp', 'Powdered sugar': '3 tbsp'}",60.0,20.0
Chicken tikka masala,"{'CHICKEN': '500gm', 'TOMATOES': '6-7', 'ONIONS': '2', 'GARLIC': '8-10', 'GINGER': '1', 'GREEN CHILLIES': '3-4', 'FRESH CORIANDER STEMS': '1', 'KASHMIRI RED CHILLIES': '8-10', 'CASHEW NUTS': '1/3', 'FRESH CREAM': '2-3', 'BUTTER': '1', 'GHEE': '2', 'CUMIN SEEDS': '1', 'HONEY': '1'}",25.0,40.0
Lasooni anda malai masala,"{'Pyaaz': 3, 'Kaju': 45, 'Boiled eggs': 7, 'Butter': 1, 'oil': 3, 'Jeera': 1, 'Tej patta': 2, 'Dalchini': 1, 'Badi elaichi': 1, 'Lehsun': 1, 'Hari mirchi': 3, 'Hara dhaniya': 3, 'Jeera powder': 1, 'Safed mirch': 0.5, 'Garam masala': 1, 'Kaali mirch': 0.5, 'Salt': 0, 'Sugar': 0, 'Adrak': 1, 'Fresh cream': 3, 'Grate boiled egg whites': 2, 'fresh coriander': 0}",25.0,30.0
Masala paneer roll,"{'Oil': 1, 'Jeera': 1, 'Green chillies': 2, 'Ginger garlic paste': 1, 'Onion': 2, 'Capsicum': 1, 'Tomatoes': 3, 'Salt': 0, 'Turmeric powder': 0.5, 'Kashmiri red chilli powder': 1, 'Coriander powder': 1, 'Pav bhaji masala': 2, 'Garam masala': 0, 'Ketchup': 3, 'Red chilli sauce': 1, 'Paneer': 350, 'Fresh coriander': 1, 'Cheese': 0, 'Chaat masala': 0}",15.0,20.0
Crispy fried chana,{'CHANA': '1.5 cup'},30.0,25.0
Kolkata style egg roll,"{'MAIDA': 2, 'CHEENI': 1, 'SALT': 0.5, 'GHEE': 1, 'EGG': 2, 'ONIONS': 3, 'CUCUMBER': 2}",20.0,20.0
Kurkuri aloo tikki,"{'CHANA DAL': '0.5', 'SALT': '0', 'GHEE': '4', 'COOKED CHANA DAL': '0', 'FRESH GINGER CHILLI PASTE': '1', 'LAL MIRCH': '1', 'SAUNF': '1', 'DHANIYA': '1', 'JEERA': '1', 'BOILED ALOO': '8-10', 'OIL': '1', 'CORNFLOUR': '2', 'LEMON JUICE': '0', 'SPECIAL CHAAT MASALA': '0', 'GREEN CHUTNEY': '0', 'MEETI CHUTNEY': '0', 'ONIONS': '0', 'FRESH CORIANDER': '0', 'GINGER': '0', 'BEETROOT': '0', 'GREEN CHILLIES': '0', 'DAHI': '2', 'BLACK SALT': '2', 'POWDERED SUGAR': '1'}",25.0,30.0
Popcorn 5 ways,"{'CORN KERNELS': 100, 'OIL': 1, 'BUTTER': 2, 'PROCESSED CHEESE': 100, 'BREAD CRUMBS': 0, 'HALDI': 0.25, 'KASHMIRI LAL MIRCH': 1, 'SALT': 0.5, 'DHANIYA': 1, 'JEERA': 1, 'AMCHUR': 1, 'LEHSUN': 1, 'GARAM MASALA': 1, 'KALA SALT': 0.5, 'PUDINA': 0, 'CHAAT MASALA': 0, 'CHEENI': 1, 'MAKKHAN': 1, 'BAKING SODA': 1}",0.0,7.0
Crispy chilli potato,"{'Aloo': 5, 'Cornflour': 2, 'Maida': 0.5, 'Baking powder': 1, 'Oil': 0, 'Pyaaz': 0.25, 'Lehsun': 0.25, 'Adrak': 1, 'Hare dhaniya ke danthal': 1, 'Hari mirchi': 15, 'Veg stock': 150, 'Light soy sauce': 2, 'Dark soy sauce': 2, 'Vinegar': 1, 'Sugar': 0, 'White pepper powder': 0, 'Shimla mirchi': 0.33, 'Spring onion bulbs': 2, 'Hara dhaniya': 1, 'Water': 50}",25.0,25.0
Sub style paneer tikka sandwich,"{'PANEER': '200gm', 'TOMATOES': '0', 'ONIONS': '0', 'CAPSICUM': '0', 'CUCUMBER': '0', 'OLIVES': '0', 'JALAPENOS': '0', 'LETTUCE': '0'}",0.0,3.0
,,,
Veg masala hot dog,"{'OIL': 1, 'BUTTER': 0, 'JEERA': 1, 'GINGER GARLIC PASTE': 2, 'GREEN CHILLIES': 5, 'RED CHILLI POWDER': 1, 'CUMIN POWDER': 1, 'TURMERIC POWDER': 1, 'CORIANDER POWDER': 1, 'GARAM MASALA': 'pinch', 'AMCHUR POWDER': 1, 'WATER': 100, 'TOMATO KETCHUP': 3, 'RED CHILLI SAUCE': 2, 'VINEGAR': 1, 'POTATOES': 5, 'SALT': 'to taste', 'LEMON JUICE': 1, 'FRESH CORIANDER LEAVES': '1/2 cup', 'FRESH MINT LEAVES': '1/4 cup', 'BLACK SALT': 1, 'GINGER': 1, 'TAMARIND PULP': 2, 'ICE CUBES': 2, 'KASHMIRI RED CHILLIES': 15, 'GARLIC': 5, 'JEERA POWDER': 1, 'BLACK PEPPER POWDER': '1/4th', 'SUGAR': 1, 'OLIVE OIL': 2, 'HOT DOG BUNS': 0, 'GREEN CHUTNEY': 0, 'RED GARLIC HOT SAUCE': 0, 'CHOPPED ONIONS': 0, 'FARSAN': 0, 'CHEESE': 0, 'CHAAT MASALA': 0}",30.0,15.0
Kaju masala,"{'PYAAZ': 5, 'KAJU': 90, 'GHEE': 3, 'OIL': 2, 'JEERA': 2, 'HARI ELAICHI': 3, 'DALCHINI': 1, 'TEJ PATTA': 1, 'LEHSUN': 4, 'HARI MIRCHI': 2, 'ADRAK LEHSUN KA PASTE': 1, 'HALDI': 0.5, 'KASHMIRI LAL MIRCH': 1, 'DHANIYA': 2, 'TAMATAR': 4, 'KASURI METHI': 1, 'GARAM MASALA': 1, 'BUTTER': 1, 'CREAM': 3}",20.0,30.0
Schezwan fried rice,"{'ONIONS': '1/4th cup', 'GARLIC': '2 tbsp', 'GINGER': '1 inch', 'GREEN CHILLI': '1 tsp', 'CORIANDER STEMS': '1 tbsp', 'CARROTS': '1/3rd cup', 'FRENCH BEANS': '1/3rd cup', 'SPRING ONION BULBS': '1/4th cup', 'COOKED RICE': 0, 'SALT': 0, 'WHITE PEPPER': 0, 'SUGAR': 0, 'VINEGAR': '1 tsp', 'COOKED RED CHILLI PASTE': '1 tbsp', 'KETCHUP': '1 tsp', 'SPRING ONION GREENS': 0}",25.0,25.0
Mutton rara,"{'MUTTON': '1 kg', 'MUTTON KHEEMA': '350 gm', 'TOMATOES': '4', 'ONIONS': '700 grams', 'GHEE': '4 tbsp', 'OIL': '2 tbsp', 'CURD': '300 gm', 'GINGER': '1 inch'}",25.0,120.0
Desi nachos chaat,"{'TOMATOES': 3, 'ONIONS': 2, 'GREEN CHILLIES': 2, 'FRESH CORIANDER': 0, 'LEMON JUICE': 1, 'TOMATO KETCHUP': 2, 'SALT': 0, 'BLACK PEPPER POWDER': 0, 'BLACK SALT': 0, 'PROCESSED CHEESE': 250, 'BUTTER': 3, 'MILK': 100}",20.0,5.0
,,,
Idli sambar,"{'Urad dal': 0.5, 'Ukhda chawal idli rice': 1.5, 'Methi seeds': 0.25, 'Salt': 0, 'Refined oil / coconut oil': 2, 'Hing': 0.25, 'Mustard seeds': 0.25, 'Cumin seeds': 0.5, 'Chana dal': 0.5, 'Black peppercorns': 1, 'Coriander seeds': 2, 'Kadi patta': 12, 'Kashmiri red chillies': 12, 'Fresh coconut': 0.25, 'Garlic': 3, 'Ginger': 1, 'Shallots': 0.25, 'Green chillies': 1, 'Tur/arhar dal': 0.33, 'Turmeric powder': 1, 'Oil': 1, 'Onion': 2, 'Tomatoes': 2, 'Kashmiri red chilli powder': 1, 'Drumstick': 1, 'Pumpkin': 0.33, 'Ash gourd': 0.33, 'Brinjal': 1, 'Bottle gourd': 0.33, 'Jaggery': 6, 'Tamarind water': 0, 'Lady finger': 6, 'Boriya red chillies': 4, 'Nariyal': 1, 'Roasted chana dal': 0.33, 'Cumin powder': 0.5, 'Black pepper powder': 0.25, 'Rai': 1, 'Dry red chillies': 2}",30.0,40.0
Rasmalai,"{'Milk': '2 litre', 'Water': '1/4 cup', 'Vinegar': '2 tbsp', 'Ice cubes': 'as required', 'Cornstarch': '1 tsp', 'Cheeni (sugar)': '1 cup', 'Pista (pistachio)': '1/4 cup', 'Badam (almonds)': '1/4 cup', 'Elaichi (cardamom)': 'a pinch', 'Kesar (saffron)': '10-12 strands'}",15.0,40.0
Chana halwa puri,"{'CHANA': 500, 'WATER': 0, 'OIL': 0, 'JEERA': 1, 'HALDI': 0.5, 'GARAM MASALA': 2, 'CHEENI': 1.2, 'ELACHI': 2, 'GHEE': 2, 'SOOJ': 2, 'ALMONDS': 0.25, 'WHEAT FLOUR': 2, 'SALT': 0, 'AJWAIN': 1}",480.0,40.0
No onion no garlic palak paneer,"{'SPINACH': 2, 'CORIANDER': 2, 'MINT': 1, 'GREEN CHILLIES': 5, 'GINGER': 2, 'PANEER': 650, 'GHEE': 2, 'CUMIN SEEDS': 1, 'WHOLE RED CHILLIES': 5, 'BAY LEAF': 5, 'CINNAMON': 1, 'ASAFOETIDA': 1, 'RED CHILLI POWDER': 1, 'TURMERIC POWDER': 0.5, 'CUMIN POWDER': 1, 'CASHEW PASTE': 2, 'CURD': 0.33, 'SALT': 0, 'BLACK SALT': 1, 'WHEAT FLOUR': 1, 'FRESH CREAM': 3}",20.0,25.0
Dahi wala paneer,"{'PANEER': '500gm', 'MAGAJ': '1/4th cup', 'KAJU': '1/4th cup', 'DAHI': '2 cups', 'MUSTARD OIL': '3 tbsp', 'JEERA': '1 tsp', 'CARDAMOM': '2-3 pods', 'CLOVES': '2-3', 'GREEN CHILLIES': '2-3', 'GINGER': '1 inch'}",15.0,25.0
Chicken Schezwan Frankie,"{'MAIDA': 2, 'SALT': 0.5, 'DAHI': 0.25, 'BONELESS CHICKEN': 500, 'KASHMIRI RED CHILLI POWDER': 3, 'TURMERIC POWDER': 1, 'CORIANDER POWDER': 2, 'BLACK SALT': 1.5, 'ANARDANA POWDER': 1, 'AAMCHUR POWDER': 3, 'CUMIN POWDER': 1, 'GARAM MASALA': 2, 'BLACK PEPPER': 0.5, 'LIGHT SOY SAUCE': 1, 'VINEGAR': 1, 'EGG WHITE': 1, 'CORNSTARCH': 3, 'KASHMIRI RED CHILLIES': 15, 'GARLIC': 4, 'GINGER': 1, 'GREEN CHILLIES': 2, 'GREEN CHILLI PASTE': 1, 'CORIANDER STEMS': 1, 'SPRING ONIONS': 3, 'TOMATO KETCHUP': 3, 'RED CHILLI SAUCE': 1, 'CHICKEN STOCK': 200, 'WHITE PEPPER POWDER': 0, 'SUGAR': 0, 'CORN FLOUR': 1, 'ONIONS': 0.5, 'CAPSICUM': 0.5, 'SPRING ONION GREENS': 2}",30.0,30.0
Veg Kolhapuri,"{'TOMATOES': 7, 'CASHEW NUTS': 9, 'CAULIFLOWER': 0.5, 'CARROTS': 0.5, 'GREEN PEAS': 0.5, 'FRENCH BEANS': 0.5, 'ONION PETALS': 0.5, 'CAPSICUM': 0.5, 'ONIONS': 2, 'GINGER GARLIC PASTE': 1, 'GREEN CHILLIES': 3, 'TURMERIC POWDER': 0.25, 'KASHMIRI RED CHILLI POWDER': 1, 'PANEER': 200, 'GARAM MASALA': 1, 'KASURI METHI': 1, 'FRESH CORIANDER': 0}",30.0,30.0
Chicken momos,"{'CHICKEN': '500gm', 'ONIONS': '3-4', 'FRESH CORIANDER': 'a small handful', 'SPRING ONIONS': '3 tbsp', 'LIGHT SOY SAUCE': '1 tsp', 'WATER': '100 ml', 'CHICKEN STOCK CUBE': '1', 'OIL': '5-6 tbsp', 'GINGER GARLIC CHILLI PASTE': '2 tbsp', 'SOFT BUTTER': '2 tbsp', 'MAIDA': '2 cups', 'SUKHA MAIDA': 'as required', 'WHOLE KASHMIRI RED CHILLIES': '15-20', 'TOMATOES': '3', 'GREEN CHILLIES': ' ', 'GARLIC': ' ', 'SUGAR': 'a pinch', 'LEMON JUICE': ' '}",40.0,25.0
Paneer shawarma,"{'PITA BREAD': {'WATER': '1/4th cup', 'MILK': '½ cup', 'CURD': '½ cup', 'OLIVE OIL': '1 tbsp', 'SUGAR': '2 tbsp', 'REFINED FLOUR': '2 cup', 'WHEAT FLOUR': '1 cup', 'BAKING POWDER': '1 tsp', 'BAKING SODA': '1/4th tsp', 'SALT': '1 tsp'}, 'CARROTS & BEETROOT PICKLE': {'BEETROOT': '1 cup / 2 big size (batons)', 'CARROTS': '1 cup / 3 medium size (batons)', 'GREEN CHILLIES': '10-12 nos. (slit)', 'SALT': '½ tsp', 'WATER': '½ cup', 'VINEGAR': '1 cup', 'SUGAR': '5 tbsp'}, 'HUMMUS': {'KABULI CHANE (CHICKPEAS)': '2 cups (boiled)', 'GARLIC': '4-5 cloves', 'TAHINI': '1/3rd cup', 'LEMON JUICE': '2 tbsp', 'SALT': 'to taste', 'BLACK PEPPER': '1/4th tsp', 'RESERVED CHICKPEA WATER': '1/4th cup', 'ICE CUBES': '2-3 cubes', 'VIRGIN OLIVE OIL': '3 tbsp', 'CURD': '1/2 cup (completely optional)'}, 'GRILLED PANEER': {'PANEER': '500 gm', 'OLIVE OIL': '2 tbsp', 'KASHMIRI RED CHILLI': '1 tsp (optional)', 'CORIANDER': '1 tbsp', 'GARAM MASALA': '1 tsp', 'ELAICHI POWDER': 'A big pinch', 'JEERA POWDER': '1 tsp', 'GARLIC PASTE': '2 tbsp', 'LEMON JUICE': '1 tsp', 'SALT': 'to taste', 'BLACK PEPPER POWDER': '1/4th tsp', 'HUNG CURD': '1/4th cup'}, 'HOT SAUCE': {'KASHMIRI RED CHILLIES': '15-20 nos. (soaked)', 'GARLIC': '10-12 cloves', 'SUGAR': '1 tsp', 'OLIVE OIL': '2 tbsp', 'BLACK SALT': '½ tsp', 'VINEGAR': '1 tsp', 'JEERA POWDER': '1 tsp', 'LEMON JUICE': '1 tsp', 'SALT': 'to taste', 'BLACK PEPPER POWDER': '1/4th tsp'}}",40.0,25.0
Onion Patti Samosa,"{'MAIDA': 2, 'SALT': 0, 'OIL': 1, 'ONIONS': 5, 'GREEN CHILLIES': 2, 'CURRY LEAVES': 0, 'FRESH CORIANDER': 0, 'GREEN CHILLI PASTE': 1, 'GINGER PASTE': 2, 'TURMERIC POWDER': 0.5, 'GARAM MASALA': 1, 'CUMIN POWDER': 2, 'POHA': 0.75, 'LEMON JUICE': 1, 'CORIANDER POWDER': 1, 'REFINED FLOUR': 2, 'WATER': 50}",60.0,30.0
Maa ki dal,"{'KAALI URAD DAL': 1, 'CHANA DAL': 0.5, 'ADRAK': 2, 'HARI MIRCHI': 2, 'GHEE': 3, 'JEERA': 1, 'LEHSUN': 10, 'PYAAZ': 2}",480.0,35.0
Malai kofta,"{'PANEER': 300, 'MAWA': 100, 'ONIONS': 4, 'CASHEW NUTS': 1, 'MELON SEEDS': 0.5, 'GHEE': 1, 'CARDAMOM': 2, 'CINNAMON': 1, 'BAY LEAF': 2, 'CLOVES': 2, 'BLACK PEPPERCORNS': 0.5, 'STAR ANISE': 1, 'MACE': 1, 'GINGER': 1, 'GREEN CHILLIES': 1, 'KASURI METHI': 0, 'GARAM MASALA': 0, 'SUGAR': 0, 'WHITE PEPPER POWDER': 0, 'SAFFRON': 0, 'ALMONDS': 0.25, 'OIL': 1, 'CUMIN SEEDS': 1, 'BLACK CARDAMOM': 1, 'GINGER GARLIC PASTE': 1, 'CHEENI SUGAR': 1, 'FRESH CREAM': 3, 'BUTTER': 1, 'CHILLI OIL': 0}",20.0,30.0
Nutri kulcha,"{'TOMATOES': 4, 'GREEN CHILLIES': 3, 'GINGER': 1, 'CORIANDER STEMS': 2, 'SOYA CHUNKS': 150, 'SOYA GRANULES': 50, 'ONIONS': 4, 'FRIED ONIONS': 0.5, 'GINGER GARLIC PASTE': 3, 'KASHMIRI RED CHILLI POWDER': 2, 'SPICY RED CHILLI POWDER': 1, 'CUMIN POWDER': 1, 'CORIANDER': 3, 'TURMERIC': 1, 'ANARDANA': 2, 'KASURI METHI': 1.5, 'SPINACH': 0.75, 'DARK SOY SAUCE': 1, 'RED CHILLI SAUCE': 1, 'CAPSICUM': 0.33, 'GARAM MASALA': 1, 'BUTTER': 0, 'PYAAZ KE LACCHE': 0.33, 'CARROTS': 0.33}",25.0,40.0
High protein dosa,"{'Ukhda chawal': 1, 'Urad dal': 0.25, 'Sabut hari moong dal': 0.25, 'Peeli moong dal': 0.25, 'Toor dal': 0.25, 'Rajgira': 0.25, 'Nachni': 0.25, 'Poha': 0.25, 'Methi dana': 1, 'Hari mirchi': 2, 'Adrak': 1}",1440.0,5.0
Churma laddoo,"{'Karkara atta': 500, 'Ghee': 350, 'Luke warm water': 0.75, 'Jaiphal': 0.25, 'Gud': 250, 'Poppy seeds': 0}",10.0,30.0
Dahi Papdi Chaat,"{'MAIDA': 2, 'AJWAIN': 1, 'SALT': 0.5, 'GHEE': 4, 'HARA DHANIYA': 1, 'PUDINA': 0.5, 'ADRAK': 1, 'TEEKH HARI MIRCHI': 2, 'JEERA': 5, 'AMCHUR': 1, 'KALA NAMAK': 0.5, 'ROASTED CHANA DAL': 1, 'TAMARIND': 0.5, 'SEEDLESS DATES': 150, 'JAGGERY': 1000, 'KASHMIRI RED CHILLI POWDER': 1, 'DRY GINGER POWDER': 0.5, 'BLACK PEPPER': 0, 'DAHI': 4, 'POWDERED SUGAR': 2, 'BLACK SALT': 1, 'BOILED POTATOES': 0, 'POMEGRANATE SEEDS': 0, 'SABUT KAALI MIRCH': 2, 'TEEKH LAL MIRCHI': 4, 'CHAAT MASALA': 1}",20.0,25.0
Pav bhaji,"{'Coriander seeds': 5, 'Cumin seeds': 3, 'Cloves': 22, 'Star anise': 5, 'Black cardamom': 6, 'Cinnamon': 4, 'Bay leaf': 5, 'Kashmiri red chillies': 25, 'Fennel seeds': 3, 'Kasuri methi': 2, 'Turmeric powder': 0.5, 'Dry ginger powder': 0.5, 'Hing': 1, 'Kaala namak': 1, 'Aamchur powder': 1, 'Salt': 1, 'Butter': 50, 'oil': 2, 'Jeera seeds': 2, 'Onions': 3, 'Capsicum': 2, 'Potatoes': 8, 'Tomatoes': 8, 'Boiled green peas': 0, 'Boiled cauliflower florets': 0, 'Beetroot': 1, 'Fresh coriander': 0, 'Prepared pav bhaji masala': 2, 'Kashmiri red chilli': 1, 'Dhaniya powder': 1, 'Haldi powder': 0.5, 'Green chilli paste': 0, 'Prepared garlic paste': 8, 'Prepared red chilli paste': 8, 'Hot water': 0}",35.0,35.0
Veg Spring Roll,"{'OIL': 2, 'LEHSUN': 2, 'ADRAK': 2, 'SPRING ONION BULBS': 2, 'PYAAZ': 0.5, 'GAJAR': 1, 'SHIMLA MIRCHI': 1, 'PATTA GOBHI': 1, 'MAIDA': 250, 'CORNFLOUR': 250, 'WATER': 475}",20.0,20.0
Aloo puri,"{'WHEAT FLOUR': 2, 'SALT': 0, 'SOOJI': 2, 'AJWAIN': 1, 'GHEE': 1, 'WATER': 0, 'OIL': 0, 'TOMATOES': 5, 'GINGER': 1, 'GREEN CHILLIES': 2, 'MUSTARD SEEDS': 1, 'CUMIN SEEDS': 1, 'ASAFETIDA': 1, 'CURRY LEAVES': 10, 'BESAN': 2, 'TURMERIC POWDER': 0.25, 'RED CHILLI POWDER': 1, 'CORIANDER POWDER': 1, 'JAGGERY': 1, 'RAW POTATOES': 5, 'DRY MANGO POWDER': 1, 'KASURI METHI': 1, 'GARAM MASALA': 1}",20.0,25.0
Tandoori veg grill sandwich,"{'Fresh coriander leaves': 1, 'Spinach': 6, 'Green chillies': 10, 'Garlic': 5, 'Fresh curry leaves': 10, 'Sandwich masala': 0.5, 'Roasted chana dal': 1, 'Kashmiri red chillies': 8, 'Spicy red chillies': 8, 'Jeera powder': 1, 'Black salt': 0.5, 'Lemon juice': 1, 'Sarson ka tel': 1, 'Kashmiri red chilli powder': 2, 'Dhaniya powder': 1, 'Garam masala': 0.5, 'Aamchur powder': 1, 'Kala namak': 0.5, 'Kasuri methi': 0.5, 'Garlic ginger paste': 1, 'Red garlic chutney': 2, 'Hung': 0.33, 'Mayonnaise': 2, 'Tomato': 0.75, 'Capsicum': 0.75, 'Onions': 0.5, 'Sweet corn': 0.5, 'Paneer': 200, 'Fresh mint': 2, 'Fresh coriander': 2}",30.0,10.0
Idli chilli,"{'Leftover idlis': 4, 'Maida': 0.25, 'Cornflour': 0.5, 'Salt': 0, 'Black pepper powder': 0, 'Ginger garlic paste': 1, 'Oil': 2, 'Onions': 0.5, 'Garlic': 4, 'Ginger': 1, 'Green chillies': 3, 'Vegetable stock': 250, 'Light soy sauce': 1, 'Dark soy sauce': 1, 'Green chilli paste': 1, 'Vinegar': 1, 'Spring onion bulbs': 0.25, 'Capsicum': 0.5, 'Fresh coriander': 0, 'Sugar': 0, 'White pepper powder': 0, 'Cornstarch': 1, 'Spring onion greens': 0}",20.0,20.0
